courseId,courseCode,courseNumber,courseTitle,description
390,INSE,7120,"Computer Architecture and Design","This course introduces students to fundamentals of the organization of the design of modern computer systems. Students learn cost issues and performances evaluation of processors and are exposed to instruction set design principles and its impact on both software programming and hardware design. Pipelining is studied, along with a hazards issue and solutions such as forwarding units. Memory hierarchy is presented, with a focus on caches organizations such as direct mapped, fully associative and set associative. Virtual memories and multi-processors architectures are introduced."
391,COEN,313,"Microprocessor Systems","First, an introduction on a history of microprocessors and its advancement are presented. Then, students get familiar with the microprocessor architecture, its instructions, bus organization, data transfer and memory interfacing. Next, the focus of the course is placed on the fundamentals of interfacing. Students learn how to use General Purpose Input Outputs (GPIOs) to connect various peripheral devices to the microprocessor and write programs to control these devices. Examples of peripheral devices are Light Emitted Diodes (LEDs), switches, timer/counters, seven-segments, Liquid Crystal Displays (LCDs) and sensors. They also learn how to configure serial communication protocols. Moreover, students are exposed to advanced topics including interrupt system and Direct Memory Access (DMA)."
392,COEN,315,"Software Testing and Validation","This course starts with an overview of the three phases and deliverables of a project, and then discusses validation vs.verification, reviews and walk‑through. Topics also include acceptance testing, integration testing, module testing. The course covers writing stubs, performance testing, the role of formal methods, code inspection, defect tracking and causality analysis. It concludes with software metrics and quality management."
393,COEN,316,"Operating Systems","The evolution, architecture, and use of modern operating systems (OS). Multi‑tasking, concurrency and synchronization, IPC, deadlock, resource allocation, scheduling, multi‑threaded programming, memory and storage managements, file systems, I/O techniques, buffering, protection and security, the client/server paradigm and communications. Introduction to real time operating systems. Students write substantial programs dealing with concurrency and synchronization in a multi‑tasking environment."
394,COEN,317,"Computer Engineering Product Design Project","Team project, develop system/device, equivalent laboratory time: 6 hours per week"
395,COEN,345,"Embedded Systems Design","The Product Design Project reinforces skills introduced in ENGR 290, which include teamwork, project management, engineering design for a complex problem, technical writing, and technical presentation in a team environment. It also introduces students to product development. Students are assigned to teams and each team develops, defines, designs and builds a system and/or device under broad constraints set by the Department. Students present their product definition and design, and demonstrate that their system/device works at the end of the term."
396,COEN,346,"Communication Networks and Protocols","The main objectives of the course are an introduction to computer networks, architectures, protocols, and their fundamentals. Topics covered in the course include communications protocols basics, flow control, error detection and error control techniques, network topologies including local area networks (LANs) and wide area networks (WANs), layered architecture standards (OSI and TCP/IP), standard protocols, and their fundamentals, application and socket programming."
397,COEN,390,"VLSI Circuit Design","Analysis and design of electronic circuits using Very Large Scale Integration (VLSI) technologies. Physical design of MOS digital circuits. CMOS circuit schematic and layout. CMOS processing technology, design rules and CAD issues. Physical layers and parasitic elements of CMOS circuits. Characterization and performance evaluation. Constraints on speed, power dissipation and silicon space consumption. Design and implementation of CMOS logic structures, interconnections and I/O structures. Circuit design project using a specified CMOS technology."
398,COEN,421,"Capstone Computer Engineering Design Project","Students are assigned to groups, and work together under faculty supervision to solve a complex interdisciplinary design problem— typically involving communications, control systems, electromagnetics, power electronics, software design, and/or hardware design. The project fosters teamwork between group members and allows students to develop their project management, technical writing, and technical presentation skills."
399,COEN,445,"Biological Computing and Synthetic Biology","Introduction to the cell and the genome. Foundations of synthetic biology and ethics. Synthetic genomes and metabolic engineering. Model organisms, such as E. coli bacteria and synthetic cells, self-replicating cells man-made from cloned genes, a cellular membrane and the basic elements of RNA and protein synthesis. Designing computational devices for implementation in biological cells. Introduction to modelling and computer simulation of gene regulatory networks. Methods of building and testing gene regulatory networks within and without cells. Expanding functionality via inter-cellular signaling. Basic interfacing to electronic sensors and actuators. Landmark and interesting applications of synthetic biology in computer engineering and other disciplines."
400,COEN,451,"Software Engineering","Software life cycle, software requirements and requirement documentation. Software design: top-down and bottom-up approaches; design validation and design reviews. Software implementation, choice of a programming language and portability. Testing, debugging and verification. Design of test cases. Software documentation and its maintenance. Documentation tools and documentation portability, user interface design. A project is required."
401,COEN,490,"Model-Driven Software Engineering","Model-Driven Architecture (MDA), domain-based system partitioning, Platform-Independent Modelling (PIM), Platform Specific Modelling (PSM), Unified Modelling Language (UML), static and dynamic modelling with UML, UML extension mechanisms, UML profiling, Object Constraint Language (OCL), model transformation, introduction to Query/View/Transformation standard, action specification (OAL), automatic system generation. A project is required"
402,COEN,6211,"Programming on the Cloud","Topics include definition(s) of principles of cloud-based problem solving and programming; autonomy of cloud computing, service and business models, data centres and virtualization; CAP theorem, REST API and data models; MapReduce and programming model, distributed file systems for computer clusters, development environments and tools on clouds; cloud-based access and query; cloud application design principles; applications of cloud service concepts to the design of a real-world Internet service. A project is required."
403,COEN,6311,"Applied Evolutionary and Learning Algorithms","A project is required"
404,COEN,6312,"Neural Networks","Fundamentals of artificial neural networks; rigorous analysis of and introduction to various network paradigms: perceptrons, backpropagation, counter-propagation, Hopfield nets, bi-directional associative memories, adaptive resonance theory, cognitron and neocognitron; neural network topologies, memories, learning, stability and convergence; applications to adaptive knowledge, knowledge processing, classification, pattern recognition, signal processing, communications, robotics and control; and assessment of current neural network technology. A project is required."
405,COEN,6313,"Embedded System Modelling","This course covers embedded systems and the foundations for cyberphysical systems design. It covers embedded hardward (HW) architectures, sensors, actuators, and processors. Other topics include input/output (I/O) and peripherals, memory architectures, and interfacing memory and peripheral. Moreover, it covers hardwaresoftware partitioning, software transformations, floating to fixed point conversion, loop transformations, code compaction, low-power design and embedded system testing. A project is required."
406,COEN,6321,"Digital System Design and Synthesis","This course reviews standard VLSI (Very Large Scale Integration) microelectronics design flow and the Digital Design process. It then presents Programmable Logic Devices (PLD) and Field Programmable Gate Arrays (FPGA) technologies. Students are later introduced to VHDL, a Hardware Description Language (HDL), to model, simulate and design combinational as well as sequential circuits. Thereafter, synthesis techniques, timing analysis and design trade-offs are explained. The course then addresses the design and modeling of Finite State Machines (FSM), which relies on both sequential and combinational circuits. The Register Transfer Level (RTL) methodology is then presented and is illustrated using algorithms such as repetitive-addition multiplier and repetitive-subtraction division. Next, the course introduces methods to design large scale circuits; this includes hierarchical design, parametrized design and asynchronous design. A project is required."
407,COEN,6331,"VLSI Circuit Design","Physical design of digital circuits using technologies of Very Large Scale Integration. CMOS and BiCMOS logic blocks. CMOS processing technology, design rules, CAD issues, and limitation of CMOS technologies. Physical layouts and parasitic elements of CMOS circuits. Characterization and performance evaluation. Electrical simulation using HSPICE. Design and implementation of CMOS logic structures, interconnects, and I/O structures, emphasis on optimizing operation speed and/or power dissipation/distribution. Project of circuit design using a specified CMOS technology. A project is required."
408,COEN,6341,"Design for Testability","Stuck-at faults, observability, controllability, fault coverage, test vectors, automatic test pattern generation (ATPG), statistical fault analysis, ad-hoc testing, level sensitive scan design (LSSD), serial scan, parallel scan, signature analysis and BILBO, boundary scan, built-in-self-test (BIST), IDDQ testing. A project is required."
409,COEN,6501,"ASIC Synthesis","Introduction to high level synthesis; synthesis models. The synthesis process; High Level Description Languages; scheduling; chaining and pipelining; clock optimization and synthesis; I/O synthesis. Behavioral synthesis; architectural trade-offs in power, area and delay. Design flow with FPGAs; design flow with full-custom and semi-custom ASIC’s. A project is required."
410,COEN,6511,"Functional Hardware Verification","This course focuses on functional verification techniques and tools for hardware systems. It starts with a review of hardware design languages and a definition of hardware functional verification, then it introduces basic object-oriented programming notions, such as classes, methods, inheritance, threads, interprocess communications, and virtual methods. Students are later introduced to coverage metrics, functional coverage, and functional verification computer aided design (CAD) tools. They learn the use of the SystemVerilog language to develop class-based verification environments based on the Universal Verification Methodology (UVM). Throughout the course, students are exposed to practical verification case studies. A project is required."
411,COEN,6521,"Formal Hardware Verification","This course reviews standard Very Large-Scale Integration (VLSI) design flow and existing design verification technologies. It then introduces notions of mathematical logic, such as propositional logic, first-order logic and higher-order logic, which lays the foundation for formal methods. Students are later introduced to several verification theories, including proof theory, model theory and automata theory. Thereafter, formal specification and modeling techniques are explained, including temporal logic, Binary Decision Diagrams (BDD) and finite transition graph systems. The main hardware verification techniques studied in this course are: Combinational Equivalence Checking, Sequential Equivalence Checking, Model Checking and Theorem Proving. For each of these techniques, the students learn the primary technology used, as well as advanced formal verification Computer Aided Design (CAD) tools. The students are also exposed to practical case studies. A project is required."
412,COEN,6531,"Real-time Systems","Taxonomy of real-time systems; Scheduling algorithms for static and dynamic tasks; Fault-tolerance and reliability; Resource and resource access control; Multiprocessor scheduling, resource access control, and synchronization; Real-time communication, Case studies in distributed real-time systems (e.g., HARTS, MARS, Spring, etc.). A project is required."
413,COEN,6541,"Microprocessors and Their Applications","This course focuses on microprocessor systems and their applications in modern information technology. In this course, the basics of microprocessor organization and their applications are reviewed. Examples of various microprocessors and system-level applications are given. Next, microprocessor architectures including Arithmetic Logic Unit (ALU), bus and input/output (I/O) organizations, and addressing modes are briefly discussed. In the next part, the focus is placed on the microprocessor interfacing. This includes using several modules and interfaces such as timers, counters, Pulse-width Modulators (PWM), memory and its hierarchy. Students are exposed to static and dynamic memory interfacing, Direct Memory Access (DMA), Digital to Analog Converter /Analog to Digital Converter (DAC/ADC), and serial communication protocols. Practical case studies are discussed and demonstrated. Also, some advanced topics are presented including interrupts, types of I/O interfacing, timing and software related issues.A project is required."
414,COEN,6551,"Fault-Tolerant Distributed Systems","Fundamentals of the design and analysis of fault-tolerant systems, Models for distributed systems, Fault/error models, Techniques for providing hardware/software redundancy, Fault-detection in multi-processors, Stable storage, Recovery strategies for multi-processors (checkpointing), System diagnosis, Software design faults, Experimental validation techniques, Case studies in fault-tolerant distributed systems. A project is required."
415,COEN,6611,"Computer Architecture and Design","The course focuses on hardware design issues of high-performance computer architectures. The course begins with a review of basic computer architecture design. Students then learn about fundamentals of quantitative design and analysis, instruction set principles, and memory hierarchy, including cache memory, cache optimization and virtual memory. Thereafter, instruction pipelining and advanced notions of instruction-level parallelism such as dynamic scheduling, branch prediction, superscalar and Very Long Instruction Word (VLIW) are discussed. Subsequently, students explore other means of modern day and future high-performance computing technology, including data-level parallelism, Graphics Processing Units (GPU) architectures, Single Instruction Multiple Data (SIMD) architectures, vector processors, thread-level parallelism, multicore processors and multiprocessor systems. Practical cases studies for each of the above techniques are discussed based on commercial processors. A project is required."
416,COEN,6711,"Protocol Design and Validation","The course briefly reviews computer networks and protocols fundamentals including OSI model and the Transmission Control Protocol/Internet Protocol (TCP/IP) stack. Topics covered include communication protocols vs. communication services, protocol modelling techniques such as finite-state machines (FSM) models, Petri net models, hybrid models, temporal logics, protocol specification languages such as Promela, the Specification and Description Language (SDL) and real-time Unified Modeling Language (UML); protocol implementation and design techniques from specification to implementation; protocol verification techniques such as reachability analysis and model checking. The course covers also communication protocol testing including test architectures, test sequence languages and test case generation techniques. A project is required."
417,COEN,6721,"Advanced Computer Architecture","A project is required"
418,COEN,6741,"Basic Circuit Analysis","This course presents a comprehensive, overview of electrical circuit analysis techniques. First, students learn Ohms Law, KVL, KCL, mesh analysis and nodal analysis. Then they learn circuit theorems including superposition, Thevenin and Nortons Theorems. Ideal operational amplifier circuits are studied. Students learn how to find the transient response of circuits including resistors, inductors, and capacitors. Students learn steady-state AC analysis using phasors and impedance, AC circuit theorems, and the calculation of power in AC circuits."
419,COMP,6761,"Principles of Electrical Engineering","Fundamentals of electric circuits: Kirchoff’s laws, voltage and current sources, Ohm’s law, series and parallel circuits. Nodal and mesh analysis of DC circuits. Superposition theorem, Thevenin and Norton Equivalents. Use of operational amplifiers. Transient analysis of simple RC, RL and RLC circuits. Steady state analysis: Phasors and impedances, power and power factor. Single and three phase circuits. Magnetic circuits and transformers. Power generation and distribution."
420,COEN,7311,"Electronics I","The course first presents diodes: students get familiar with terminal characteristics of junction diodes and analysis of diode circuits. The small signal model and its application are presented, as well as operation in the reverse-breakdown region (Zener diodes), rectifiers, limiting and clamping circuits. Students learn principles of signal amplification, including linearity, loading effects and cascaded amplifiers. MOSFETs structure, physical operation and current-voltage characteristics are then discussed. Students also learn MOSFET applications, DC analysis and biasing considerations (small signal analysis, models and parameters). The three basic configurations (common gate, common source and common drain) and amplification are explained. An overview of BJT circuits is also presented and covers the structure and physical operation of BJTs, DC analysis, biasing considerations and basic configurations for amplification. The course involves PSPICE laboratory pre-labs and extensive simulation exercises."
421,COEN,7741,"Electronics II","Differential and multi‑stage amplifiers: differential pair; differential gain; common‑mode gain and common‑mode rejection ratio (CMRR) current mirrors. High frequency models: s‑domain analysis, transfer functions; common gate, common source, common drain configurations; common base, common emitter, common collector configurations; wide‑band amplifiers. Feedback: general feedback structure; properties of negative feedback; the four basic feedback configurations; loop gain and stability problems. Power amplifiers: classification and output stages; class A, B, C, and AB amplifiers; biasing the class AB amplifier. Introduction to filters, tuned amplifiers, oscillators and mixers. PSPICE."
422,ELEC,273,"Introduction to Semiconductor Materials and Devices","Fundamentals underlying optical and electronic devices. The structure and growth of crystals. The energy band model for elemental and compound semiconductors. Electronic and optical properties of semiconductors. Electroluminescence and photoluminescence. The semiconductor in equilibrium. Carrier transport and non‑equilibrium phenomena. Introductions to junctions and devices. The laboratory demonstrates the basic electrical and optical properties of semiconductor materials."
423,ELEC,311,"Fundamentals of Electrical Power Engineering","Review of fundamentals of AC circuit analysis. Overview of power systems. Three‑phase circuits: balanced three‑phase circuits with star and delta connected loads, power measurements. Magnetic circuits. Transformers. Power conversion techniques: single phase AC/DC rectifiers, DC/DC choppers and DC/AC converters. DC machines: Operating principle, separately excited DC motor, torque speed characteristics and control methods using rectifiers and choppers. Induction machines: Theory of three‑phase induction machines, equivalent circuit parameters, efficiency, torque speed characteristics and control methods using inverters. Overview of power distribution systems. Safety codes."
424,ELEC,312,"Discrete-Time Signals and Systems","Basic material includes discrete vs. continuous-time signals, discrete-time signals, elementary signals and signal operations, discrete-time systems, properties of discrete-time systems and interconnections of systems. Time‑domain analysis of discrete‑time systems is covered including finite difference equation representation of systems,linear time-invariant (LTI) systems, unit impulse response and convolution, sliding tape method for convolution, periodic convolution, properties of convolution, and properties of LTI systems. The next area is Fourier domain analysis including Discrete-Time Fourier Series (DTFS), Discrete-Time Fourier Transform (DTFT), properties of DTFS and DTFT, frequency response of LTI systems, and continuous and discrete-time Fourier transforms. Conversion of continuous-time to discrete-time signals is covered including ideal impulse train sampling, the sampling theorem, effect of sampling in the frequency and time domains graphically and algebraically, anti‑aliasing pre‑filter, reconstruction of band limited signal from its samples, discrete‑time processing of continuous‑time signals, quantization, uniform quantization, quantization noise, granular vs. overload noise, and design of uniform quantizers. The Discrete Fourier Transform (DFT) is developed along with the relationship between the DFT and the DTFT. Also covered is the relationship between the DFT and the Fast Fourier Transform (FFT). The z-transform (ZT) is covered with topics including properties, poles and zeros of rational ZTs, inverse and unilateral z-transforms (UZT), Region of Convergence (ROC), and relationship between ZT and DTFT. Filtering topics include LTI systems as frequency‑selective filters, ideal filters, Finite Impulse Response (FIR) vs. Infinite Impulse Response (IIR) filters, linear phase FIR filters, filter specification, and designing filters with MATLAB. The course closes with FIR filter design with windowing."
425,ELEC,321,"Introduction to Digital Communications","The following topics are covered: analog communications and frequency multiplexing; pulse‑code‑modulation time multiplexing; additive white Gaussian noise; matched filter and correlator receiver; maximum likelihood receiver and error probability; intersymbol interference, pulse shaping filter; Signal Space Analysis; Union Bound on the probability of error; Pass‑band communication Systems; coherent and non‑coherent communication systems. Introduction to synchronization."
426,ELEC,331,"Fundamentals of Control Systems","Mathematical models of control systems. Characteristics, performance, and stability of linear feedback control systems. Root‑locus methods. Frequency response methods. Stability in the frequency domain. Design and compensation of feedback control systems."
427,ELEC,342,"Electrical Engineering Product Design Project","Team, Build system/device, Equivalent laboratory time: 6 hours per week"
428,ELEC,367,"Solid State Devices","Junction theory (PN junctions, Schottky and ohmic contacts, hetero‑junctions). Structures and characteristics of diodes, solar cells, bipolar transistors, and fundamentals of MOSFETs. Planar silicon junctions and transistors will be designed, fabricated and evaluated in the laboratory, including resistivity measurements, semiconductor cleaning, oxidation, diffusion, photolithography, etching, metallization, and comparison of design with experimental results."
429,ELEC,372,"Introduction to Analog VLSI","CMOS transistor layout considerations, design rules, circuit extraction. MOSFET modelling, I‑V equations, AC equivalent circuits for high‑frequency operation, computer‑based simulation. Analysis and design of small‑scale integrated circuit building blocks including MOS switch, active resistor, current source, current mirror, voltage amplifiers, voltage‑reference circuits, multipliers. Analysis and design of medium‑scale integrated circuit building blocks including op‑amps, fully‑differential op‑amp and common mode feedback circuits, transconductance amplifiers, transimpedance amplifiers, comparators. Noise analysis. Mismatch analysis and modelling, offset removal techniques. Analog VLSI system examples."
430,ELEC,390,"VLSI Process Technology","Introduction to basic VLSI technologies; crystal growth, thermal oxidation, diffusion, ion implantation, chemical vapour deposition, wet and dry etching, and lithography. Layout, yield, and VLSI process integration. The lab demonstrates a semiconductor device fabrication process."
431,ELEC,421,"Optical Devices for High-Speed Communications","Optical properties of semiconductors. Fundamental principles for understanding and applying optical fibre technology. Fundamental behaviour of the individual optical components and their interactions with other devices. Lasers, LEDs, optical fibres, light detectors, optical switches. Concepts of WDM and DWDM. Components required for WDM and DWDM. A comprehensive treatment of the underlying physics: noise and distortion in optical communications, light polarization, modulation and attenuation."
432,ELEC,423,"Electrical Power Equipment","Components of a transmission system. Transmission line; modelling and parameters. Transformers: equivalent circuits, losses, connections and protection. Breakers: operation and design. Compensation equipment: capacitors, inductors, series and shunt connections. Insulation coordination."
433,ELEC,424,"Electrical Power Systems","Inductance, capacitance, resistance of polyphase transmission lines; current and voltage relations of transmission lines; load flow studies; symmetrical and unsymmetrical faults; power system stability."
434,ELEC,425,"Control of Electrical Power Conversion Systems","Basic considerations and control requirements. Control system principles and structures. Controller characteristics and operation. Static power conversion systems. Electromechanical systems and electrical machine modelling. Control system design. Applications to electric motor drives and typical power conversion systems."
435,ELEC,430,"Power Electronics","Review of basic electrical concepts. Power electronic systems. Power semiconductor switches. AC controllers. Line frequency AC‑DC converters: diodes and thyristor circuits. DC‑DC converters. DC‑AC converters. Utilityapplications: STATCOM and power electronic interfaces. Industrial and utility applications."
436,ELEC,431,"Behaviour of Power Systems","Introduction: classification of phenomena, structure of power systems. Review of component models: lines, transformers, electrical machines and load. Excitation systems of machines. Steady‑state operation. Transient stability, voltage stability and small signal stability. Compensation methods: stabilizer, series and shunt compensators. Sub‑synchronous resonances. Transient electromagnetic phenomena. Methods and tools for numerical simulation."
437,ELEC,432,"Electromechanical Energy Conversion Systems","This course covers the following topics: lumped parameter concepts of electromechanics; energy, co-energy in the derivation of torques and forces; examples of electric machines: dc, synchronous and induction types; steady-state, transient and stability analysis; power electronic controllers."
438,ELEC,433,"Protection of Power Systems","General aspects of protection systems. Measurement transformers. Grounding. Overcurrent and ground fault protection. Protection of transformers, shunt capacitors and buses. Protection of transmission lines. Telecommunication for protection and automation systems. Protection of inverters. Protection of distribution networks."
439,ELEC,434,"Industrial Electrical Systems","Structures of industrial power systems. Voltage levels. Electric installations, codes and standards. Short‑circuits, protection and coordination. Grounding. Power quality. Power factor, tariffs and energy management."
440,ELEC,435,"Controlled Electric Drives","Elements of a drive system, characteristics of common mechanical systems, drive characteristics, operation in one, two, or four quadrants. Fully controlled rectifier drives, braking of DC motors, control of DC motors using DC/DC converters. Control of polyphase induction motors, voltage‑source and current‑source inverter drives, frequency‑controlled induction motor drives, introduction to vector control of induction motor drives, field oriented control, sensor‑less operation. Control of synchronous motors, permanent magnet motors. Switched reluctance motor drives, stepper motors. Brushless DC motor drives, low‑power electronic motor drives."
441,ELEC,436,"Modern Analog Filter Design","Review of network analysis. Magnitude and frequency scaling. Magnitude and phase approximation in synthesis of filter functions. Second‑order active RC filters. Synthesis of all‑pole LC ladder filters. Second‑order switched‑capacitor filters. Realization of high‑order active filters. Current mode filters. Switched‑current filters. Integrated circuit filters."
442,ELEC,438,"Digital Signal Processing","Laboratory: 15 hours total"
443,ELEC,440,"Microwave Engineering","Properties of waveguides, striplines, and microstrips. Scattering parameters. Butterworth and Chebyshev impedance transformers. Microwave couplers, cavities, and Fabry‑Perot resonators. Periodic structures. Microwave filter design. Faraday rotation and non‑reciprocal devices."
444,ELEC,441,Antennas,"Antenna fundamentals and definitions. Radiation integrals. Dipoles and loops. Arrays. Antenna self and mutual impedance. Matching techniques. Travelling wave antennas. Broadband antennas. Equivalence principle. Aperture antennas. Antenna measurement techniques."
445,ELEC,442,"Telecommunication Network","The course introduces communication network functions/services and the circuit and packet-switching approaches for network design. It covers transmission systems, multiplexing, switches, signalling and traffic control in circuit‑switched networks including cellular networks. It introduces the layered network architecture for packet-switching: peer-to-peer ARQ protocols and data-link controls;TCP/IP architecture: Internet and transport protocols. It covers multiple access communications: Aloha, CSMA, reservation schemes, polling, token passing rings, wireless LANs and LAN bridges. It includes application and socket programming."
446,ELEC,453,"Networks Security and Management","This course covers two important areas of communication networks: network security and network management. In network security, topics include basic cryptography, authentication, message integrity, firewalls, security protocols, virtual private networks (VPNs), and security in wireless LANs. In network management, topics include network management architectures, ASN.1, Management Information Bases (MIBs), SNMP and its evolution."
447,ELEC,456,"Introduction to Optical Communication Systems","Overview of optical fibres and optical fibre communications. Signal propagation in optical fibres: attenuation, chromatic dispersion, mode coupling, and nonlinearities. Optical transmitters’ characteristics and requirements for optical networks. Power launching and coupling: optical transmitter‑to‑fibre coupling, fibre‑to‑fibre joints, and optical fibre connectors. Optical receivers: basic structures, noise analysis, characteristics and requirements for optical networks. Digital/analog transmissions: link power budget, rise‑time budget, line coding, error correction, and noise effects on transmissions. WDM concepts: operation principle of WDM. Optical amplifiers: characteristics and requirements for optical networks, amplifier noise, system applications, and wavelength conversion. Optical networks: basic topologies, SONET/SDH, broadcast‑and‑select WDM networks, wavelength‑routed networks. Optical measurements: test equipments, attenuation/dispersion measurements, OTDR, eye pattern and OSA."
448,ELEC,463,"Advanced Telecommunication Network","This course covers Internet that has moved beyond the three “classical” services of email, file transfer and remote log‑in to providing real‑time multimedia communication. The course provides the basic building blocks for the students to understand the current capabilities and potential of high-speed Internet to support emerging Internet services. Review of Internet architecture is followed by quality of service (QoS) requirements and protocols such as differentiated services, integrated services, Resource reservation protocol (RSVP), and Multi protocol label switching (MPLS) to support QoS. Topics also include protocols and standards for voice over IP; H.323, Session Initiation Protocol (SIP) and Media Gateway Control Protocol (MGCP); and their interworking."
449,ELEC,465,"Linear Systems","Review of matrix algebra. State‑space description of dynamic systems: linearity, causality, time‑invariance, linearization. Solution of state‑space equations. Transfer function representation. Discrete‑time models. Controllability and observability. Canonical forms and minimal‑order realizations. Stability. Stabilizability and pole placement. Linear quadratic optimal control. Observer design."
450,ELEC,466,"System Optimization","Linear least squares. Properties of quadratic functions with applications to steepest descent method, Newton’s method and Quasi‑Newton methods for nonlinear optimization. One‑dimensional optimization. Introduction to constrained optimization, including the elements of Kuhn‑Tucker conditions for optimality. Least pth and mini‑max optimization. Application of optimization techniques to engineering problems."
451,ELEC,472,"Real-Time Computer Control Systems","Introduction to real‑time computer control systems; a review of discrete‑time signals and systems, difference equations, z‑transform; sampled‑data systems, sample and hold, discrete models; discrete equivalents of continuous‑time systems; stability analysis; design specifications; design using root locus and frequency response methods; implementation issues including bumpless transfer, integral windup, sample rate selection, pre‑filtering, quantization effects and computational delay; scheduling theory and priority assignment to control processes, timing of control loops, effects of missed deadlines; principles and characteristics of sensors and devices, embedded processors, processor/device interface."
452,ELEC,481,"Capstone Electrical Engineering Design Project","capstone, group project"
453,ELEC,482,"Large-scale Control Systems","A project is required"
454,ELEC,483,"Introduction to Analog VLSI","A project is required"
455,ELEC,490,"Real-time Computer Control Systems","A project is required"
456,ELEC,6041,"Modern Analog Filter Design","A project is required"
457,ELEC,6051,"Discrete Event Systems","A project is required"
458,ELEC,6061,"Detection and Estimation Theory","A project is required"
459,ELEC,6081,"Error Detecting and Correcting Codes","A project is required"
460,ELEC,6091,"Wireless Communications","A project is required"
461,ELEC,6111,"Information Theory and Source Coding","A project is required"
462,ELEC,6131,"Modelling and Analysis of Telecommunications Networks","A project is required"
463,ELEC,6141,"Real-time and Multimedia Communication over Internet","A project is required"
464,ELEC,6151,"Solid State Devices","A project is required"
465,ELEC,6171,"Design of Integrated Circuit Components","A project is required"
466,ELEC,6181,"VLSI Process Technology","A project is required"
467,ELEC,6221,"Microtransducer Process Technology","A project is required"
468,ELEC,6231,"Optical Devices for High-Speed Communications","A project is required"
469,ELEC,6241,"Nanoscience and Nanotechnology: Opto-Electronic Devices","A project is required"
470,ELEC,6251,"Principles of Solid State Nanodevices","A project is required"
471,ELEC,6261,"Advanced Electromagnetics","A project is required"
472,ELEC,6271,"Radiation and Scattering of Waves","A project is required"
473,ELEC,6281,Antennas,"A project is required"
474,ELEC,6301,"Modern Antenna Theory","A project is required"
475,ELEC,6311,Acoustics,"A project is required"
476,ELEC,6341,"Design of Wireless RF Systems","A project is required"
477,ELEC,6351,"Techniques in Electromagnetic Compatibility","A project is required"
478,ELEC,6361,"Microwave Engineering","A project is required"
479,ELEC,6371,"Power Electronics I","A project is required"
480,ELEC,6381,"Renewable Energy Systems","A project is required"
481,ELEC,6391,"Advanced Electrical Machines and Drives","A project is required"
482,ELEC,6411,"Power Electronics II","A project is required"
483,ELEC,6421,"Hybrid Electric Vehicle Power System Design and Control","A project is required"
484,ELEC,6431,"Computer-aided Analysis of Power Electronic Systems","A project is required"
485,ELEC,6461,"Controlled Electric Drives","A project is required"
486,ELEC,6471,"Digital Signal Processing","A project is required"
487,ELEC,6481,"Digital Filters","A project is required"
488,ELEC,6491,"Digital Waveform Compression","A project is required"
489,ELEC,6601,"Video Processing and Compression","A project is required"
490,ELEC,6611,"Two-dimensional Signal and Image Processing","A project is required"
491,ELEC,6621,"Adaptive Signal Processing","A project is required"
492,ELEC,6631,"Medical Image Processing","A project is required"
493,ELEC,6641,"Digital Communications","A project is required"
494,ELEC,6651,"Advanced Digital Communications","A project is required"
495,ELEC,6661,"Telecommunications Networks","A project is required"
496,ELEC,6831,"Higher Layer Telecommunications Protocols","A project is required"
497,ELEC,6841,"Fiber-Optic Communication Systems and Networks","A project is required"
498,ELEC,6851,"Fundamentals and Applications of MIMO Communications","A project is required"
499,ELEC,6861,"Broadband Communications Networks","A project is required"
500,ELEC,6871,"Design of Power Electronic Circuits","A project is required"
501,ELEC,6881,"Power System Compensation","A project is required"
502,ELEC,7151,"Digital Systems Design I","Laboratory: 15 hours total"
503,ELEC,7151,"Digital Systems Design I","Laboratory: 15 hours total"
504,ELEC,7441,"Computer Organization and Software","Laboratory: 15 hours total"
505,ELEC,7441,"Computer Organization and Software","Laboratory: 15 hours total"
506,ELEC,7451,"Introduction to Flight and Aerospace Systems","Laboratory: 4 hours per week, alternate weeks"
507,COEN,212,"Modelling and Control Systems","Laboratory: 2 hours per week, alternate weeks"
508,COEN,311,"Aerospace Engineering Design Project","Team-based project, design, implement, alternate weeks"
509,AERO,201,"Computational Fluid Dynamics for Aerospace Applications","Laboratory: 3 hours per week, alternate weeks"
510,AERO,371,"Gas Turbine Design","Laboratory: 2 hours per week, alternate weeks"
511,AERO,390,"Flight Control Systems","Laboratory: 2 hours per week, alternate weeks"
512,AERO,455,"Materials Engineering for Aerospace","Laboratory: 2 hours per week, alternate weeks"
513,AERO,465,"Avionic Navigation Systems (3 credits)","Laboratory: 1 hour per week"
514,AERO,480,"Capstone Aerospace Engineering Design Project","supervised design, simulation or experimental capstone design project"
515,AERO,481,"Robot Manipulators","Laboratory: 15 hours total"
516,AERO,482,"Simulation of Industrial Systems","Simulation,  Laboratory: 2 hours per week"
517,AERO,490,"Operations Research I","Laboratory: 2 hours per week, alternate weeks"
518,ENGR,472,"Operations Research II","Laboratory: 2 hours per week, alternate weeks"
519,INDU,311,"Safety Engineering","Laboratory: 2 hours per week, alternate weeks"
520,INDU,323,"Computer Integrated Manufacturing","Laboratory: 2 hours per week, alternate weeks"
521,INDU,324,"Human Factors Engineering","Laboratory: 2 hours per week, alternate weeks"
522,INDU,410,"Facilities Design and Material Handling Systems","Laboratory: 2 hours per week, alternate weeks"
